model_id,model_kind,metric,Domain (i),calib_subset,target_id,Specialist id,F_i,Specialist score,Merged/model score,n_layers,n_prompts,layer_mean_distance,layer_median_distance,layer_std_distance,layer_min_distance,layer_max_distance,min_layer,max_layer
aim_on_breadcrumbs__calib_general,candidate,projected_js,B_uncensored,uncensored_refusal_like,uncensored_only,uncensored_only,-0.23866627725856696,0.24281690402017506,0.481483181278742,36,128,0.10650132102212713,0.09570034599164501,0.04137325327183261,0.06786377722164616,0.2597652625699993,0,1
aim_on_breadcrumbs__calib_instruction,candidate,mmd_rbf,B_if,instruction,instr_only,instr_only,0.03512014787430684,0.8170055452865065,0.7818853974121996,36,128,0.005600859514541096,0.004175487207248807,0.0077235069816667294,0.0020220011938363314,0.05061529204249382,0,35
aim_on_breadcrumbs__calib_instruction,candidate,mmd_rbf,B_reasoning_long,reasoning,instr_only,instr_only,0.07070707070707072,0.5858585858585859,0.5151515151515151,36,128,0.0032641626474085366,0.0022913163993507624,0.006058162235305575,0.0011985570890828967,0.03894331306219101,0,35
aim_on_breadcrumbs__calib_instruction,candidate,mmd_rbf,B_reasoning_math,reasoning,reasoning_only,reasoning_only,-0.02197371746272425,0.8208112206216831,0.8427849380844074,36,128,0.010084755705773003,0.010110847651958466,0.002901718279436831,0.0039355456829071045,0.02044069953262806,0,35
aim_on_breadcrumbs__calib_instruction,candidate,mmd_rbf,B_uncensored,uncensored_refusal_like,uncensored_only,uncensored_only,-0.24001409286456013,0.24281690402017506,0.4828309968847352,36,128,0.06250419842803644,0.050191864371299744,0.052177514217183044,0.015603906475007534,0.24100437760353088,0,1
aim_on_breadcrumbs__calib_instruction,candidate,projected_js,B_if,instruction,instr_only,instr_only,0.03512014787430684,0.8170055452865065,0.7818853974121996,36,128,0.05745094447653779,0.05856209796911571,0.012178898686805443,0.03461874002823606,0.110026597045362,0,35
aim_on_breadcrumbs__calib_instruction,candidate,projected_js,B_reasoning_long,reasoning,instr_only,instr_only,0.07070707070707072,0.5858585858585859,0.5151515151515151,36,128,0.049715529872628395,0.05045529210474342,0.008740334555168315,0.03330392489442602,0.08772273769136518,0,35
aim_on_breadcrumbs__calib_instruction,candidate,projected_js,B_reasoning_math,reasoning,reasoning_only,reasoning_only,-0.02197371746272425,0.8208112206216831,0.8427849380844074,36,128,0.06291017453703615,0.06317112526448909,0.004353731027687249,0.046353351790457964,0.07211497123353183,0,35
aim_on_breadcrumbs__calib_instruction,candidate,projected_js,B_uncensored,uncensored_refusal_like,uncensored_only,uncensored_only,-0.24001409286456013,0.24281690402017506,0.4828309968847352,36,128,0.10634739965138983,0.09584710549097508,0.04128936453893268,0.06796123288222589,0.2592869483632967,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,B_if,instruction,instr_only,instr_only,0.025878003696857665,0.8170055452865065,0.7911275415896488,36,128,0.005577431927021179,0.004178147297352552,0.007583929455135317,0.002026122761890292,0.04975534602999687,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,B_reasoning_long,reasoning,instr_only,instr_only,0.05555555555555558,0.5858585858585859,0.5303030303030303,36,128,0.0032652124969495665,0.0023313885321840644,0.005973681795944663,0.0012065351475030184,0.038438037037849426,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,B_reasoning_math,reasoning,reasoning_only,reasoning_only,-0.018941117007834185,0.8208112206216831,0.8397523376295173,36,128,0.010089111514389515,0.010118707083165646,0.002935927297822157,0.003921699710190296,0.020694483071565628,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,B_uncensored,uncensored_refusal_like,uncensored_only,uncensored_only,-0.24016865079365077,0.24281690402017506,0.4829855548138258,36,128,0.06239851993612117,0.050087885931134224,0.05212193651676713,0.01557963527739048,0.24095581471920013,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,B_if,instruction,instr_only,instr_only,0.025878003696857665,0.8170055452865065,0.7911275415896488,36,128,0.057235335523121954,0.05832731971167959,0.011732437344561595,0.03527616205974482,0.10717913607368246,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,B_reasoning_long,reasoning,instr_only,instr_only,0.05555555555555558,0.5858585858585859,0.5303030303030303,36,128,0.049875444810620846,0.05085758304630872,0.008803527248026433,0.03305223910138011,0.0874520453508012,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,B_reasoning_math,reasoning,reasoning_only,reasoning_only,-0.018941117007834185,0.8208112206216831,0.8397523376295173,36,128,0.06284688952291617,0.06309902580687776,0.004239997116793678,0.04717699286993593,0.07179597855429165,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,B_uncensored,uncensored_refusal_like,uncensored_only,uncensored_only,-0.24016865079365077,0.24281690402017506,0.4829855548138258,36,128,0.1065235506054402,0.09546482769655995,0.04130884117476615,0.06862539306166582,0.25921296956948936,0,1
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,B_if,instruction,instr_only,instr_only,0.02402957486136781,0.8170055452865065,0.7929759704251387,36,128,0.005502407354975326,0.004138831980526447,0.007499236881311552,0.0020685165654867887,0.04922158271074295,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,B_reasoning_long,reasoning,instr_only,instr_only,0.09595959595959597,0.5858585858585859,0.4898989898989899,36,128,0.003223608522805282,0.002271773759275675,0.0059530386121004805,0.0012256443733349442,0.03829128295183182,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,B_reasoning_math,reasoning,reasoning_only,reasoning_only,-0.03674500884508469,0.8208112206216831,0.8575562294667678,36,128,0.01001681552346175,0.010055218823254108,0.0029285607314402133,0.00383775238879025,0.020778411999344826,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,B_uncensored,uncensored_refusal_like,uncensored_only,uncensored_only,-0.21634030559264203,0.24281690402017506,0.4591572096128171,36,128,0.06234821444377303,0.049904730170965195,0.05214360120300137,0.015905428677797318,0.24112677574157715,0,1
