model_id,model_kind,metric,calib_subset,target_id,n_layers,n_prompts,layer_mean_distance,layer_median_distance,layer_std_distance,layer_min_distance,layer_max_distance,min_layer,max_layer
aim_on_breadcrumbs__calib_instruction,candidate,projected_js,uncensored_refusal_like,instr_only,36,128,0.06739479307483028,0.06340957076463383,0.017778207217729575,0.046794295602012426,0.1616573328501545,1,35
aim_on_breadcrumbs__calib_instruction,candidate,projected_js,uncensored_refusal_like,reasoning_only,36,128,0.0945871433262558,0.09233418761868961,0.009613274235110603,0.07677828668965958,0.12135173636488616,1,5
aim_on_breadcrumbs__calib_instruction,candidate,projected_js,uncensored_refusal_like,uncensored_only,36,128,0.10634739965138983,0.09584710549097508,0.04128936453893268,0.06796123288222589,0.2592869483632967,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,general,base,36,128,0.008416127866237529,0.006656057899817824,0.006788309475369365,0.00515452167019248,0.04726738482713699,31,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,general,instr_only,36,128,0.005801660649012774,0.004564058035612106,0.008146142470791257,0.0028020732570439577,0.053644996136426926,11,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,general,reasoning_only,36,128,0.013204133681332072,0.011732935439795256,0.004352466246337408,0.00873623788356781,0.024225926026701927,34,4
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,general,uncensored_only,36,128,0.02864915404158334,0.013695877976715565,0.037658230404398196,0.008844638243317604,0.17013798654079437,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,instruction,base,36,128,0.01190141997196608,0.01081800227984786,0.005416627160021008,0.003923678305000067,0.04090581461787224,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,instruction,instr_only,36,128,0.005577431927021179,0.004178147297352552,0.007583929455135317,0.002026122761890292,0.04975534602999687,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,instruction,reasoning_only,36,128,0.016678963800788753,0.016846708953380585,0.0028507223000359713,0.006554699037224054,0.021818077191710472,0,5
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,instruction,uncensored_only,36,128,0.027645768817617662,0.016586334444582462,0.02973863496522938,0.0060017467476427555,0.13562440872192383,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,reasoning,base,36,128,0.006445376829813338,0.005859883269295096,0.003807129991439295,0.0025380372535437346,0.02828803099691868,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,reasoning,instr_only,36,128,0.0032652124969495665,0.0023313885321840644,0.005973681795944663,0.0012065351475030184,0.038438037037849426,0,35
